iter	Passed	Remaining
414	3293	12579
415	3301	12569
416	3308	12559
417	3315	12549
418	3324	12543
419	3331	12533
420	3338	12521
421	3346	12512
422	3353	12500
423	3360	12489
424	3366	12477
425	3374	12468
426	3381	12456
427	3390	12451
428	3397	12443
429	3404	12430
430	3411	12418
431	3418	12407
432	3425	12397
433	3432	12384
434	3439	12373
435	3446	12361
436	3453	12351
437	3460	12339
438	3467	12328
439	3474	12318
440	3481	12306
441	3487	12293
442	3496	12288
443	3503	12277
444	3510	12267
445	3518	12260
446	3525	12250
447	3534	12243
448	3541	12232
449	3548	12222
450	3555	12213
451	3562	12200
452	3569	12188
453	3576	12177
454	3583	12166
455	3589	12153
456	3596	12143
457	3605	12138
458	3612	12129
459	3621	12124
460	3628	12113
461	3635	12102
462	3642	12090
463	3651	12086
464	3658	12075
465	3665	12066
466	3675	12065
467	3682	12055
468	3690	12046
469	3698	12039
470	3706	12032
471	3715	12027
472	3724	12023
473	3732	12015
474	3739	12005
475	3747	11998
476	3754	11986
477	3760	11974
478	3767	11963
479	3774	11951
480	3781	11940
481	3787	11929
482	3795	11920
483	3802	11910
484	3809	11900
485	3819	11899
486	3828	11894
487	3835	11884
488	3842	11874
489	3849	11863
490	3856	11853
491	3864	11843
492	3871	11833
493	3877	11821
494	3885	11812
495	3890	11798
496	3898	11788
497	3905	11780
498	3912	11769
499	3919	11758
500	3927	11752
501	3935	11743
502	3942	11734
503	3950	11726
504	3958	11718
505	3964	11705
506	3971	11694
507	3978	11684
508	3984	11672
509	3991	11661
510	3998	11651
511	4006	11644
512	4014	11635
513	4020	11623
514	4028	11616
515	4036	11609
516	4044	11601
517	4051	11591
518	4057	11579
519	4064	11569
520	4072	11559
521	4078	11549
522	4085	11538
523	4092	11527
524	4099	11518
525	4106	11507
526	4113	11496
527	4120	11488
528	4129	11482
529	4136	11472
530	4146	11470
531	4154	11464
532	4164	11461
533	4176	11466
534	4185	11461
535	4192	11451
536	4200	11443
537	4208	11436
538	4216	11429
539	4223	11419
540	4231	11412
541	4240	11406
542	4248	11398
543	4254	11388
544	4261	11376
545	4268	11366
546	4276	11358
547	4282	11347
548	4289	11336
549	4297	11330
550	4304	11319
551	4311	11309
552	4319	11302
553	4325	11291
554	4333	11283
555	4342	11278
556	4350	11271
557	4358	11263
558	4365	11253
559	4374	11247
560	4381	11238
561	4388	11227
562	4394	11216
563	4401	11205
564	4408	11195
565	4415	11187
566	4422	11177
567	4430	11169
568	4436	11158
569	4444	11151
570	4455	11149
571	4471	11163
572	4480	11157
573	4491	11158
574	4498	11149
575	4506	11142
576	4513	11132
577	4520	11120
578	4527	11110
579	4534	11100
580	4541	11092
581	4550	11087
582	4558	11079
583	4566	11071
584	4574	11064
585	4582	11057
586	4588	11045
587	4595	11035
588	4602	11025
589	4609	11016
590	4628	11034
591	4645	11049
592	4661	11060
593	4670	11054
594	4678	11047
595	4686	11040
596	4704	11056
597	4715	11055
598	4722	11046
599	4730	11037
600	4738	11029
601	4746	11021
602	4756	11019
603	4762	11008
604	4770	10999
605	4777	10990
606	4784	10979
607	4791	10969
608	4799	10961
609	4807	10955
610	4816	10949
611	4824	10942
612	4832	10933
613	4839	10925
614	4848	10919
615	4856	10910
616	4863	10901
617	4870	10891
618	4877	10882
619	4884	10870
620	4891	10861
621	4898	10852
622	4905	10843
623	4912	10833
624	4920	10824
625	4927	10815
626	4934	10804
627	4941	10795
628	4949	10788
629	4957	10780
630	4965	10772
631	4971	10761
632	4978	10751
633	4986	10742
634	4992	10732
635	5000	10723
636	5006	10713
637	5014	10705
638	5021	10696
639	5028	10685
640	5035	10675
641	5042	10666
642	5049	10656
643	5058	10651
644	5067	10645
645	5074	10636
646	5082	10627
647	5087	10615
648	5094	10605
649	5101	10595
650	5107	10584
651	5116	10577
652	5124	10571
653	5131	10561
654	5138	10552
655	5147	10546
656	5154	10536
657	5162	10528
658	5171	10522
659	5181	10519
660	5188	10511
661	5196	10502
662	5205	10496
663	5212	10486
664	5218	10475
665	5226	10467
666	5233	10458
667	5240	10449
668	5246	10437
669	5254	10431
670	5261	10420
671	5269	10413
672	5278	10407
673	5285	10398
674	5292	10389
675	5299	10378
676	5306	10370
677	5314	10362
678	5322	10354
679	5329	10344
680	5335	10334
681	5343	10325
682	5349	10315
683	5356	10305
684	5363	10296
685	5371	10288
686	5379	10280
687	5386	10272
688	5393	10263
689	5401	10254
690	5408	10246
691	5416	10237
692	5423	10229
693	5430	10219
694	5436	10208
695	5443	10199
696	5450	10188
697	5456	10178
698	5464	10171
699	5471	10160
700	5478	10151
701	5485	10142
702	5492	10133
703	5499	10123
704	5506	10114
705	5514	10106
706	5520	10096
707	5527	10087
708	5534	10078
709	5541	10068
710	5548	10059
711	5554	10048
712	5561	10039
713	5568	10030
714	5575	10019
715	5583	10013
716	5591	10004
717	5598	9995
718	5606	9988
719	5613	9979
720	5621	9972
721	5629	9964
722	5637	9956
723	5646	9951
724	5653	9942
725	5660	9932
726	5669	9928
727	5677	9920
728	5685	9911
729	5693	9905
730	5701	9897
731	5708	9889
732	5716	9881
733	5724	9872
734	5731	9864
735	5737	9853
736	5745	9845
737	5751	9835
738	5757	9824
739	5764	9816
740	5771	9806
741	5778	9797
742	5786	9788
743	5793	9780
744	5801	9773
745	5810	9766
746	5817	9758
747	5826	9752
748	5834	9745
749	5842	9736
750	5848	9726
751	5855	9716
752	5862	9708
753	5869	9698
754	5875	9688
755	5882	9680
756	5889	9670
757	5896	9661
758	5904	9653
759	5911	9645
760	5920	9638
761	5927	9630
762	5934	9621
763	5941	9612
764	5948	9602
765	5954	9593
766	5962	9584
767	5968	9574
768	5975	9565
769	5983	9557
770	5989	9548
771	5997	9540
772	6005	9533
773	6014	9526
774	6021	9518
775	6031	9513
776	6038	9504
777	6045	9496
778	6052	9486
779	6059	9477
780	6066	9468
781	6073	9460
782	6080	9450
783	6086	9440
784	6094	9432
785	6101	9424
786	6109	9415
787	6117	9409
788	6125	9401
789	6133	9394
790	6142	9389
791	6150	9380
792	6157	9372
793	6165	9364
794	6174	9359
795	6182	9350
796	6188	9340
797	6194	9330
798	6201	9321
799	6208	9313
800	6217	9306
801	6227	9302
802	6237	9297
803	6246	9291
804	6254	9284
805	6264	9280
806	6272	9273
807	6280	9265
808	6286	9255
809	6293	9245
810	6300	9236
811	6309	9230
812	6316	9222
813	6325	9215
814	6332	9207
815	6340	9199
816	6347	9190
817	6353	9180
818	6360	9171
819	6366	9161
820	6373	9152
821	6381	9145
822	6388	9135
823	6394	9126
824	6401	9117
825	6408	9108
826	6415	9099
827	6423	9091
828	6431	9084
829	6440	9078
830	6447	9069
831	6454	9061
832	6462	9054
833	6469	9045
834	6476	9036
835	6483	9027
836	6491	9019
837	6497	9009
838	6504	9000
839	6511	8992
840	6519	8984
841	6526	8976
842	6534	8969
843	6543	8961
844	6549	8952
845	6556	8943
846	6563	8935
847	6570	8925
848	6577	8916
849	6584	8908
850	6591	8900
851	6598	8890
852	6605	8882
853	6612	8873
854	6620	8866
855	6627	8857
856	6637	8851
857	6644	8843
858	6653	8837
859	6660	8829
860	6669	8822
861	6678	8817
862	6687	8810
863	6694	8801
864	6700	8792
865	6707	8782
866	6730	8795
867	6743	8795
868	6763	8802
869	6774	8798
870	6781	8790
871	6789	8782
872	6804	8784
873	6812	8776
874	6820	8769
875	6828	8761
876	6837	8755
877	6844	8746
878	6851	8737
879	6859	8730
880	6866	8721
881	6874	8713
882	6881	8705
883	6890	8698
884	6897	8689
885	6903	8680
886	6910	8671
887	6918	8663
888	6925	8655
889	6932	8646
890	6940	8638
891	6947	8629
892	6955	8622
893	6964	8615
894	6971	8606
895	6978	8598
896	6984	8588
897	6991	8579
898	6998	8570
899	7004	8560
900	7011	8551
901	7018	8543
902	7025	8534
903	7031	8525
904	7039	8516
905	7045	8508
906	7052	8498
907	7061	8492
908	7068	8483
909	7075	8474
910	7083	8467
911	7090	8459
912	7097	8449
913	7104	8441
914	7110	8431
915	7117	8422
916	7125	8415
917	7132	8406
918	7139	8397
919	7146	8388
920	7153	8380
921	7161	8372
922	7168	8364
923	7176	8356
924	7183	8347
925	7189	8339
926	7196	8330
927	7203	8320
928	7210	8312
929	7217	8304
930	7226	8297
931	7233	8289
932	7242	8282
933	7249	8273
934	7255	8264
935	7262	8255
936	7271	8248
937	7278	8240
938	7285	8231
939	7292	8223
940	7300	8215
941	7308	8208
942	7315	8200
943	7323	8192
944	7331	8184
945	7338	8176
946	7345	8167
947	7352	8159
948	7360	8151
949	7366	8142
950	7374	8134
951	7382	8126
952	7389	8118
953	7396	8109
954	7403	8100
955	7409	8091
956	7417	8083
957	7424	8075
958	7431	8067
959	7438	8058
960	7445	8049
961	7452	8040
962	7458	8031
963	7465	8023
964	7474	8016
965	7482	8009
966	7490	8001
967	7497	7992
968	7505	7985
969	7513	7978
970	7520	7969
971	7526	7960
972	7534	7952
973	7542	7944
974	7549	7936
975	7555	7927
976	7563	7919
977	7570	7911
978	7576	7901
979	7584	7893
980	7592	7886
981	7600	7878
982	7607	7870
983	7614	7862
984	7621	7853
985	7628	7845
986	7636	7837
987	7645	7830
988	7652	7822
989	7659	7814
990	7669	7808
991	7676	7800
992	7683	7791
993	7691	7784
994	7698	7775
995	7706	7768
996	7714	7760
997	7721	7752
998	7730	7745
999	7738	7738
1000	7745	7730
1001	7752	7722
1002	7759	7712
1003	7765	7703
1004	7772	7695
1005	7780	7687
1006	7786	7678
1007	7794	7671
1008	7802	7663
1009	7809	7655
1010	7818	7647
1011	7825	7640
1012	7832	7631
1013	7840	7623
1014	7847	7615
1015	7854	7607
1016	7860	7598
1017	7867	7589
1018	7874	7580
1019	7880	7571
1020	7888	7563
1021	7896	7556
1022	7904	7548
1023	7911	7540
1024	7919	7532
1025	7926	7524
1026	7934	7517
1027	7941	7509
1028	7948	7500
1029	7955	7492
1030	7962	7483
1031	7969	7475
1032	7976	7466
1033	7982	7457
1034	7989	7449
1035	7996	7440
1036	8003	7432
1037	8011	7425
1038	8021	7418
1039	8029	7411
1040	8036	7403
1041	8042	7394
1042	8049	7386
1043	8056	7377
1044	8062	7368
1045	8069	7359
1046	8075	7350
1047	8083	7342
1048	8090	7334
1049	8096	7325
1050	8104	7317
1051	8113	7311
1052	8121	7304
1053	8129	7296
1054	8136	7287
1055	8143	7279
1056	8151	7272
1057	8158	7264
1058	8165	7255
1059	8171	7246
1060	8179	7238
1061	8186	7230
1062	8193	7222
1063	8200	7213
1064	8207	7205
1065	8215	7198
1066	8224	7191
1067	8232	7183
1068	8239	7175
1069	8247	7168
1070	8253	7159
1071	8261	7151
1072	8268	7143
1073	8277	7136
1074	8285	7129
1075	8293	7121
1076	8301	7114
1077	8310	7107
1078	8318	7100
1079	8327	7093
1080	8335	7086
1081	8344	7079
1082	8351	7071
1083	8360	7065
1084	8367	7056
1085	8375	7048
1086	8382	7041
1087	8390	7033
1088	8397	7024
1089	8404	7016
1090	8411	7008
1091	8418	6999
1092	8426	6992
1093	8434	6985
1094	8443	6978
1095	8450	6969
1096	8457	6962
1097	8464	6953
1098	8471	6945
1099	8478	6937
1100	8485	6928
1101	8492	6920
1102	8498	6911
1103	8505	6902
1104	8511	6894
1105	8519	6886
1106	8525	6877
1107	8534	6870
1108	8543	6863
1109	8551	6856
1110	8558	6848
1111	8566	6840
1112	8573	6832
1113	8581	6824
1114	8588	6816
1115	8595	6808
1116	8601	6799
1117	8608	6791
1118	8616	6784
1119	8624	6776
1120	8631	6767
1121	8639	6760
1122	8658	6762
1123	8672	6758
1124	8687	6756
1125	8703	6755
1126	8711	6747
1127	8719	6740
1128	8730	6735
1129	8744	6732
1130	8752	6725
1131	8761	6717
1132	8769	6710
1133	8776	6702
1134	8783	6694
1135	8792	6686
1136	8797	6677
1137	8804	6669
1138	8812	6661
1139	8818	6652
1140	8826	6644
1141	8835	6638
1142	8856	6640
1143	8865	6633
1144	8875	6627
1145	8882	6619
1146	8889	6610
1147	8895	6602
1148	8902	6593
1149	8909	6585
1150	8915	6576
1151	8922	6568
1152	8930	6560
1153	8938	6552
1154	8946	6545
1155	8953	6536
1156	8961	6529
1157	8968	6521
1158	8977	6514
1159	8983	6505
1160	8990	6496
1161	8996	6488
1162	9003	6480
1163	9010	6471
1164	9017	6463
1165	9024	6455
1166	9032	6447
1167	9041	6440
1168	9049	6432
1169	9057	6425
1170	9064	6416
1171	9070	6408
1172	9077	6399
1173	9084	6391
1174	9091	6383
1175	9098	6374
1176	9104	6366
1177	9111	6358
1178	9118	6349
1179	9125	6341
1180	9133	6333
1181	9140	6325
1182	9148	6318
1183	9156	6310
1184	9163	6302
1185	9171	6294
1186	9178	6286
1187	9186	6279
1188	9193	6270
1189	9200	6262
1190	9207	6253
1191	9213	6245
1192	9220	6236
1193	9226	6228
1194	9235	6221
1195	9242	6213
1196	9251	6206
1197	9259	6198
1198	9266	6190
1199	9272	6181
1200	9279	6173
1201	9285	6164
1202	9291	6156
1203	9298	6147
1204	9305	6139
1205	9312	6130
1206	9319	6122
1207	9326	6114
1208	9333	6106
1209	9340	6098
1210	9347	6090
1211	9355	6082
1212	9363	6075
1213	9371	6067
1214	9378	6059
1215	9386	6051
1216	9392	6042
1217	9398	6034
1218	9405	6026
1219	9412	6017
1220	9418	6009
1221	9426	6001
1222	9432	5992
1223	9441	5985
1224	9447	5977
1225	9455	5969
1226	9464	5962
1227	9472	5954
1228	9479	5946
1229	9486	5938
1230	9493	5930
1231	9499	5921
1232	9506	5913
1233	9514	5905
1234	9520	5897
1235	9527	5889
1236	9536	5882
1237	9543	5873
1238	9550	5865
1239	9557	5857
1240	9564	5849
1241	9572	5842
1242	9579	5834
1243	9586	5826
1244	9595	5819
1245	9602	5810
1246	9610	5803
1247	9617	5795
1248	9625	5787
1249	9634	5780
1250	9644	5774
1251	9653	5767
1252	9660	5758
1253	9668	5751
1254	9677	5744
1255	9685	5737
1256	9692	5729
1257	9698	5720
1258	9705	5712
1259	9712	5704
1260	9718	5695
1261	9726	5687
1262	9733	5679
1263	9740	5671
1264	9747	5663
1265	9754	5655
1266	9760	5646
1267	9767	5638
1268	9775	5631
1269	9783	5623
1270	9790	5615
1271	9798	5607
1272	9805	5599
1273	9812	5591
1274	9819	5583
1275	9825	5575
1276	9832	5566
1277	9840	5559
1278	9847	5551
1279	9854	5543
1280	9862	5535
1281	9869	5527
1282	9877	5519
1283	9885	5512
1284	9892	5504
1285	9898	5496
1286	9905	5487
1287	9912	5479
1288	9918	5470
1289	9925	5462
1290	9932	5455
1291	9940	5447
1292	9948	5439
1293	9954	5431
1294	9961	5423
1295	9968	5415
1296	9975	5406
1297	9984	5399
1298	9991	5391
1299	9999	5384
1300	10006	5376
1301	10014	5368
1302	10022	5361
1303	10029	5352
1304	10035	5344
1305	10043	5337
1306	10051	5329
1307	10058	5321
1308	10064	5312
1309	10072	5305
1310	10078	5297
1311	10087	5289
1312	10095	5282
1313	10102	5274
1314	10110	5266
1315	10116	5258
1316	10123	5250
1317	10130	5242
1318	10137	5233
1319	10145	5226
1320	10153	5218
1321	10160	5210
1322	10167	5203
1323	10173	5194
1324	10180	5186
1325	10188	5178
1326	10195	5170
1327	10205	5164
1328	10214	5157
1329	10223	5150
1330	10230	5142
1331	10237	5134
1332	10244	5126
1333	10251	5118
1334	10258	5109
1335	10265	5101
1336	10271	5093
1337	10279	5085
1338	10286	5078
1339	10293	5070
1340	10320	5071
1341	10343	5071
1342	10360	5068
1343	10370	5061
1344	10377	5053
1345	10389	5048
1346	10402	5042
1347	10409	5034
1348	10417	5027
1349	10425	5019
1350	10432	5011
1351	10440	5004
1352	10449	4996
1353	10457	4989
1354	10463	4980
1355	10470	4972
1356	10477	4964
1357	10484	4956
1358	10493	4949
1359	10500	4941
1360	10509	4934
1361	10518	4926
1362	10525	4919
1363	10534	4912
1364	10541	4903
1365	10549	4896
1366	10556	4888
1367	10564	4880
1368	10571	4872
1369	10578	4864
1370	10584	4856
1371	10591	4847
1372	10598	4839
1373	10605	4831
1374	10614	4824
1375	10622	4817
1376	10630	4809
1377	10638	4802
1378	10647	4794
1379	10655	4787
1380	10664	4779
1381	10671	4772
1382	10679	4764
1383	10686	4756
1384	10692	4748
1385	10700	4740
1386	10708	4732
1387	10716	4724
1388	10723	4717
1389	10731	4709
1390	10739	4701
1391	10746	4693
1392	10753	4685
1393	10760	4677
1394	10766	4669
1395	10774	4661
1396	10781	4653
1397	10793	4647
1398	10801	4640
1399	10808	4632
1400	10814	4623
1401	10822	4616
1402	10830	4608
1403	10839	4601
1404	10847	4593
1405	10854	4585
1406	10861	4577
1407	10869	4569
1408	10875	4561
1409	10882	4553
1410	10889	4545
1411	10896	4537
1412	10903	4529
1413	10911	4522
1414	10918	4513
1415	10925	4505
1416	10934	4498
1417	10942	4491
1418	10949	4483
1419	10957	4475
1420	10964	4467
1421	10972	4459
1422	10978	4451
1423	10986	4443
1424	10993	4435
1425	11000	4428
1426	11007	4420
1427	11015	4412
1428	11021	4404
1429	11029	4396
1430	11036	4388
1431	11044	4380
1432	11053	4373
1433	11061	4365
1434	11068	4357
1435	11075	4349
1436	11083	4342
1437	11090	4334
1438	11097	4326
1439	11104	4318
1440	11110	4310
1441	11117	4302
1442	11125	4294
1443	11132	4286
1444	11140	4278
1445	11149	4271
1446	11158	4264
1447	11165	4256
1448	11172	4248
1449	11178	4240
1450	11186	4232
1451	11192	4224
1452	11199	4216
1453	11206	4208
1454	11214	4200
1455	11221	4192
1456	11228	4184
1457	11236	4176
1458	11243	4169
1459	11252	4161
1460	11259	4154
1461	11267	4146
1462	11275	4138
1463	11282	4130
1464	11290	4123
1465	11297	4115
1466	11305	4107
1467	11313	4099
1468	11319	4091
1469	11326	4083
1470	11332	4075
1471	11338	4067
1472	11344	4058
1473	11352	4051
1474	11360	4043
1475	11367	4035
1476	11374	4027
1477	11380	4019
1478	11386	4010
1479	11391	4002
1480	11397	3994
1481	11403	3985
1482	11410	3977
1483	11417	3969
1484	11423	3961
1485	11429	3953
1486	11435	3945
1487	11442	3937
1488	11448	3929
1489	11455	3921
1490	11462	3912
1491	11469	3905
1492	11475	3897
1493	11482	3888
1494	11488	3880
1495	11494	3872
1496	11500	3864
1497	11505	3855
1498	11511	3847
1499	11518	3839
1500	11524	3831
1501	11530	3823
1502	11536	3814
1503	11542	3806
1504	11548	3798
1505	11554	3790
1506	11563	3782
1507	11571	3775
1508	11577	3767
1509	11583	3758
1510	11589	3750
1511	11594	3742
1512	11600	3734
1513	11607	3726
1514	11614	3718
1515	11620	3710
1516	11627	3702
1517	11634	3694
1518	11639	3685
1519	11646	3677
1520	11652	3669
1521	11657	3661
1522	11664	3653
1523	11671	3645
1524	11678	3637
1525	11685	3629
1526	11692	3621
1527	11698	3613
1528	11706	3606
1529	11713	3598
1530	11719	3590
1531	11726	3582
1532	11732	3573
1533	11738	3565
1534	11744	3557
1535	11750	3549
1536	11757	3541
1537	11764	3533
1538	11773	3526
1539	11793	3522
1540	11800	3514
1541	11810	3507
1542	11816	3499
1543	11822	3491
1544	11828	3483
1545	11835	3475
1546	11842	3467
1547	11848	3459
1548	11853	3451
1549	11859	3443
1550	11865	3435
1551	11872	3427
1552	11878	3418
1553	11885	3411
1554	11893	3403
1555	11900	3395
1556	11909	3388
1557	11917	3381
1558	11924	3373
1559	11930	3364
1560	11946	3359
1561	11960	3353
1562	11971	3347
1563	11985	3341
1564	11992	3333
1565	12000	3325
1566	12011	3319
1567	12020	3311
1568	12026	3303
1569	12032	3295
1570	12038	3287
1571	12044	3279
1572	12051	3271
1573	12057	3263
1574	12063	3255
1575	12070	3247
1576	12076	3239
1577	12082	3231
1578	12090	3223
1579	12097	3215
1580	12104	3208
1581	12111	3200
1582	12118	3192
1583	12124	3184
1584	12130	3176
1585	12136	3168
1586	12142	3159
1587	12149	3152
1588	12155	3144
1589	12162	3136
1590	12168	3128
1591	12175	3120
1592	12181	3112
1593	12188	3104
1594	12195	3096
1595	12203	3089
1596	12209	3081
1597	12215	3072
1598	12221	3064
1599	12226	3056
1600	12232	3048
1601	12239	3040
1602	12245	3032
1603	12251	3024
1604	12257	3016
1605	12264	3008
1606	12271	3000
1607	12276	2992
1608	12283	2985
1609	12289	2976
1610	12297	2969
1611	12304	2961
1612	12311	2953
1613	12318	2946
1614	12325	2938
1615	12333	2930
1616	12339	2922
1617	12345	2914
1618	12352	2906
1619	12360	2899
1620	12366	2891
1621	12374	2883
1622	12380	2875
1623	12387	2868
1624	12394	2860
1625	12401	2852
1626	12408	2844
1627	12415	2836
1628	12421	2828
1629	12426	2820
1630	12433	2812
1631	12438	2804
1632	12444	2796
1633	12451	2789
1634	12458	2781
1635	12464	2773
1636	12470	2765
1637	12476	2757
1638	12483	2749
1639	12490	2741
1640	12497	2734
1641	12504	2726
1642	12511	2718
1643	12518	2710
1644	12524	2702
1645	12532	2695
1646	12538	2687
1647	12544	2679
1648	12551	2671
1649	12558	2663
1650	12563	2655
1651	12570	2648
1652	12576	2640
1653	12582	2632
1654	12589	2624
1655	12595	2616
1656	12601	2608
1657	12608	2600
1658	12614	2592
1659	12622	2585
1660	12629	2577
1661	12635	2569
1662	12642	2562
1663	12649	2554
1664	12656	2546
1665	12661	2538
1666	12668	2530
1667	12675	2522
1668	12681	2515
1669	12689	2507
1670	12696	2499
1671	12701	2491
1672	12707	2483
1673	12714	2476
1674	12721	2468
1675	12727	2460
