iter	MultiClass
224	0.60588188
225	0.6058390479
226	0.605793027
227	0.6057177211
228	0.6056630691
229	0.6056215911
230	0.605588067
231	0.6055151508
232	0.6054531847
233	0.6054001839
234	0.6053053868
235	0.605272231
236	0.6051961603
237	0.6051577062
238	0.6050928352
239	0.6050404014
240	0.6049712365
241	0.6049395331
242	0.6048906003
243	0.6048075074
244	0.6047028193
245	0.6046450966
246	0.6046216102
247	0.6045807463
248	0.6045467468
249	0.6044898956
250	0.604467314
251	0.6044276366
252	0.6043639451
253	0.6043000385
254	0.604253303
255	0.6042060245
256	0.6041740735
257	0.6040873795
258	0.6040486428
259	0.6040006752
260	0.6039598259
261	0.6039299973
262	0.6038896556
263	0.6038449683
264	0.6038156221
265	0.6037798614
266	0.6037235554
267	0.6036770166
268	0.6036381974
269	0.603600507
270	0.603572368
271	0.603526138
272	0.6034921007
273	0.6034629372
274	0.6034288988
275	0.6033786284
276	0.6032969805
277	0.6032466178
278	0.6031911552
279	0.6031666555
280	0.6031354811
281	0.6030630058
282	0.603025016
283	0.6029851838
284	0.6029235989
285	0.6028908661
286	0.6028568101
287	0.6027893672
288	0.602756608
289	0.6027296843
290	0.6026978587
291	0.6026572667
292	0.6026101949
293	0.6025324393
294	0.602485319
295	0.6024642284
296	0.6024263622
297	0.6023742349
298	0.6023476542
299	0.602324476
300	0.6022821797
301	0.602231077
302	0.6021812894
303	0.6021012422
304	0.6020609074
305	0.6020269339
306	0.6019673668
307	0.6019386085
308	0.6019227851
309	0.6018792702
310	0.6018407343
311	0.6018048917
312	0.6017640769
313	0.6017377636
314	0.6016962364
315	0.6016525372
316	0.6016306908
317	0.6015823221
318	0.6015643469
319	0.6015295147
320	0.6014712811
321	0.6014170851
322	0.6013935446
323	0.6013622956
324	0.6013379545
325	0.6013172067
326	0.6012924629
327	0.6012440678
328	0.6012082417
329	0.6011795917
330	0.6011630285
331	0.6011327106
332	0.601075105
333	0.6010513814
334	0.6010304276
335	0.6010017882
336	0.6009715
337	0.6009398108
338	0.6009045201
339	0.6008771857
340	0.6008343257
341	0.600788458
342	0.6007646606
343	0.6007149615
344	0.6006840259
345	0.6006493535
346	0.6006224345
347	0.6005401309
348	0.600508449
349	0.6004636334
350	0.6003922302
351	0.6003633049
352	0.6003067289
353	0.6002684413
354	0.6002268494
355	0.6001806129
356	0.6001473261
357	0.6001253689
358	0.6000744107
359	0.6000084657
360	0.5999843667
361	0.5999582208
362	0.5999294065
363	0.5998999236
364	0.5998480367
365	0.5998104444
366	0.5997883998
367	0.599733756
368	0.5997011161
369	0.5996518345
370	0.5996226312
371	0.5995786073
372	0.5995305753
373	0.5994805913
374	0.599440775
375	0.5994144763
376	0.5993855954
377	0.5993471623
378	0.5993142757
379	0.5992924028
380	0.5992578192
381	0.5992071749
382	0.599181667
383	0.5991603043
384	0.5991303729
385	0.5991129119
386	0.5990795709
387	0.5990458269
388	0.5990231131
389	0.598976126
390	0.5989277958
391	0.5988807015
392	0.598846629
393	0.59880935
394	0.5987731063
395	0.5987393629
396	0.5987067887
397	0.5986809748
398	0.5986406219
399	0.5985982916
400	0.5985666961
401	0.59851369
402	0.5984815472
403	0.5984577875
404	0.598434769
405	0.5984169645
406	0.5983942401
407	0.5983411301
408	0.5982899169
409	0.5982543874
410	0.5982080676
411	0.5981776807
412	0.5981576365
413	0.5981181544
414	0.5980900868
415	0.5980553649
416	0.5980421414
417	0.5980222604
418	0.5980056755
419	0.5979806256
420	0.597963056
421	0.5979356598
422	0.5978791511
423	0.597853894
424	0.5978212203
425	0.5977662321
426	0.5977332192
427	0.597705195
428	0.5976526727
429	0.5976351036
430	0.597606892
431	0.597582056
432	0.5975609775
433	0.5975444466
434	0.5974863042
435	0.5974389722
436	0.5974117165
437	0.5973904086
438	0.5973662097
439	0.5973444691
440	0.5973270323
441	0.5972905679
442	0.5972640772
443	0.5972323452
444	0.5972067969
445	0.5971580226
446	0.597126932
447	0.5971100115
448	0.597075201
449	0.5970338289
450	0.597016989
451	0.5969941182
452	0.5969672551
453	0.5969427987
454	0.596910098
455	0.5969002858
456	0.5968830151
457	0.5968556251
458	0.5968380803
459	0.5968165168
460	0.5967782486
461	0.5967526466
462	0.5967194641
463	0.5967017825
464	0.5966882783
465	0.5966542969
466	0.5966159309
467	0.5965776421
468	0.5965454534
469	0.5965254402
470	0.5964845857
471	0.5964215656
472	0.5963778907
473	0.5963342317
474	0.5963118669
475	0.5962854988
476	0.5962727738
477	0.5962448496
478	0.5962061684
479	0.5961912285
480	0.5961720726
481	0.5961456078
482	0.5961306566
483	0.5961155595
484	0.5960921181
485	0.596072102
486	0.5960548007
487	0.5960437289
488	0.5960148875
489	0.5959861835
490	0.5959615763
491	0.5959431031
492	0.5959098239
493	0.5958740936
494	0.5958373974
495	0.5958242438
496	0.5958021023
497	0.5957695702
498	0.5957510947
499	0.5957357287
500	0.5957195524
501	0.5956931811
502	0.5956800415
503	0.5956590591
504	0.5956328398
505	0.5956179204
506	0.59560295
507	0.5955761861
508	0.5955604573
509	0.5955333525
510	0.5955056344
511	0.59546083
512	0.5954364486
513	0.5954046066
514	0.5953778531
515	0.595361792
516	0.5953378208
517	0.5953076312
518	0.5952788043
519	0.5952564346
520	0.5952207777
521	0.5951981013
522	0.5951742219
523	0.5951531702
524	0.5951228864
525	0.5951035633
526	0.595062705
527	0.5950426438
528	0.5950210136
529	0.5949882313
530	0.5949585419
531	0.5949355274
532	0.5949243447
533	0.5948804128
534	0.594856862
535	0.59482833
536	0.594810886
537	0.5947713342
538	0.5947568345
539	0.5947419997
540	0.5947144357
541	0.5946940406
542	0.5946830168
543	0.5946549617
544	0.5946269718
545	0.5946034582
546	0.5945710736
547	0.5945257196
548	0.5945102255
549	0.594485818
550	0.594457311
551	0.5944192652
552	0.5943834396
553	0.5943688212
554	0.5943448588
555	0.5943233266
556	0.5943010841
557	0.5942388934
558	0.5942252418
559	0.5941949031
560	0.5941494538
561	0.5941048628
562	0.5940825158
563	0.5940628334
564	0.5940426465
565	0.5939942913
566	0.5939727631
567	0.5939523854
568	0.5939415748
569	0.5939119939
570	0.5938841052
571	0.5938696264
572	0.5938559474
573	0.5938353056
574	0.5938131037
575	0.5937728858
576	0.5937589234
577	0.5937520888
578	0.5937362545
579	0.5937169995
580	0.5936987545
581	0.5936883129
582	0.5936725915
583	0.5936554425
584	0.5936448346
585	0.5936266827
586	0.5936068465
587	0.5935844441
588	0.5935681882
589	0.5935166004
590	0.5934998305
591	0.5934739442
592	0.5934608116
593	0.5934383523
594	0.5933917426
595	0.5933688737
596	0.5933448133
597	0.5933200695
598	0.5933027413
599	0.593262635
600	0.5932489973
601	0.5932314828
602	0.5931758089
603	0.5931645085
604	0.5931415129
605	0.5931023503
606	0.5930765868
607	0.593051395
608	0.5930354531
609	0.593003571
610	0.5929816644
611	0.5929414614
612	0.5929230277
613	0.5928793496
614	0.592854282
615	0.592839696
616	0.5928198261
617	0.5927796071
618	0.5927689843
619	0.5927507471
620	0.5927335665
621	0.5927071363
622	0.5926840581
623	0.5926321322
624	0.5926159167
625	0.5925897908
626	0.5925713644
627	0.5925433995
628	0.5925215981
629	0.5924922637
630	0.5924727838
631	0.592454468
632	0.5924317263
633	0.5924020553
634	0.5923696444
635	0.592359551
636	0.5923308525
637	0.5923174984
638	0.5922732746
639	0.5922566154
640	0.5922399477
641	0.5922158314
642	0.5921982867
643	0.5921606189
644	0.5921437672
645	0.5921201214
646	0.5920966262
647	0.5920669797
648	0.5920393926
649	0.5920197875
650	0.5919897179
651	0.5919560683
652	0.5919292216
653	0.5919084514
654	0.5918831281
655	0.5918584376
656	0.5918425447
657	0.5918283444
658	0.5918043437
659	0.5917883568
660	0.5917738031
661	0.5917324938
662	0.5917135455
663	0.5916943845
664	0.5916615815
665	0.5916294871
666	0.5915991772
667	0.5915677561
668	0.5915494983
669	0.5915272315
670	0.591505539
671	0.5914722717
672	0.5914466681
673	0.5914145936
674	0.5913891817
675	0.5913683971
676	0.591355703
677	0.591334392
678	0.5913198871
679	0.5912898426
680	0.5912717488
681	0.5912446702
682	0.5912233423
683	0.5912117338
684	0.5911983122
685	0.5911553444
686	0.5911276165
687	0.5911123361
688	0.591081057
689	0.5910689307
690	0.5910601507
691	0.5910456462
692	0.5910297662
693	0.5909976931
694	0.5909850218
695	0.5909576984
696	0.5909263924
697	0.5909158404
698	0.5909061815
699	0.590891692
700	0.5908726681
701	0.5908247705
702	0.5907913306
703	0.5907612373
704	0.5907279845
705	0.5906959902
706	0.5906819326
707	0.590655942
708	0.5906232323
709	0.5906015075
710	0.5905921805
711	0.5905700801
712	0.5905533439
713	0.5905340049
714	0.5905118436
715	0.5904896788
716	0.5904639465
717	0.5904426428
718	0.5904072803
719	0.5903917641
720	0.5903696463
721	0.5903312427
722	0.5903099992
723	0.5902938064
724	0.5902733567
725	0.5902416493
726	0.5902156041
727	0.5901899807
728	0.5901704051
729	0.5901516852
730	0.5901277598
731	0.5901113359
732	0.5900707526
733	0.5900504801
734	0.5900408256
735	0.5900266048
736	0.5899975967
737	0.5899752669
738	0.5899471181
739	0.5899270507
740	0.5898889909
741	0.5898768841
742	0.5898425605
743	0.589807344
744	0.5897854873
745	0.5897597512
746	0.5897317881
747	0.5897014354
748	0.589682652
749	0.5896690774
750	0.589649215
751	0.5896147156
752	0.5895964157
753	0.5895745363
754	0.5895542164
755	0.5895344196
756	0.5895078665
757	0.5894969074
758	0.5894808266
759	0.5894628379
760	0.5894396782
761	0.5894203186
762	0.5893883349
763	0.5893638726
764	0.5893382112
765	0.5893243215
766	0.5893078273
767	0.5892952815
768	0.5892895393
769	0.5892752857
770	0.589261904
771	0.5892327153
772	0.5892137537
773	0.5891856255
774	0.5891731571
775	0.5891537542
776	0.5891352585
777	0.5891242954
778	0.5891036657
779	0.589086976
780	0.5890666036
781	0.5890316106
782	0.5890006711
783	0.5889826124
784	0.588972489
785	0.5889410758
786	0.588925201
787	0.5888800356
788	0.588867051
789	0.5888446787
790	0.5888255195
791	0.5888084501
792	0.5887896238
793	0.5887683569
794	0.5887579894
795	0.588742739
796	0.588722863
797	0.5887053085
798	0.5886913992
799	0.588647504
800	0.5886320312
801	0.5886093714
802	0.588588575
803	0.5885684471
804	0.588551852
805	0.5885347634
806	0.5885218414
807	0.5884885507
808	0.5884528035
809	0.5884403865
810	0.5884138296
811	0.5884038342
812	0.5883770445
813	0.5883660573
814	0.5883397921
815	0.5883247659
816	0.5882924753
817	0.5882777432
818	0.5882608832
819	0.5882433627
820	0.5882248741
821	0.5882157517
822	0.5882010969
823	0.588179347
824	0.5881617846
825	0.588147514
826	0.5881260613
827	0.5881170767
828	0.5881053386
829	0.5880948355
830	0.588067362
831	0.5880559294
832	0.58802808
833	0.5880146137
834	0.5880053337
835	0.5879809405
836	0.5879637149
837	0.5879497629
838	0.5879202549
839	0.5878884652
840	0.5878805778
841	0.5878603584
842	0.5878371395
843	0.5877966861
844	0.5877838526
845	0.5877651955
846	0.5877460082
847	0.5877240612
848	0.5877151628
849	0.587700919
850	0.5876827305
851	0.5876770165
852	0.5876643306
853	0.5876528917
854	0.5876270198
855	0.5876105965
856	0.5875861795
857	0.5875685326
858	0.5875557094
859	0.5875153754
860	0.5875075597
861	0.5874830086
862	0.5874643901
863	0.5874547025
864	0.5874421369
865	0.5874319037
866	0.5874216409
867	0.5874104584
868	0.5873973767
869	0.5873758293
870	0.5873564944
871	0.5873415197
872	0.5873282207
873	0.5873137561
874	0.5872842589
875	0.5872681529
876	0.5872480807
877	0.5872390887
878	0.5872223754
879	0.5871917537
880	0.5871730391
881	0.587157036
882	0.5871391115
883	0.5871056572
884	0.5870867672
885	0.5870645723
886	0.5870482757
887	0.587029812
888	0.587002524
889	0.5869829169
890	0.5869696114
891	0.5869567072
892	0.5869327636
893	0.586913262
894	0.5868934419
895	0.586880132
896	0.5868431768
897	0.5868246226
898	0.5868087366
899	0.5868004346
900	0.586777479
901	0.5867490684
902	0.5867169608
903	0.586702182
904	0.5866732694
905	0.5866471809
906	0.586631275
907	0.5866182632
908	0.5865984344
909	0.5865852549
910	0.5865739617
911	0.5865641087
912	0.5865530446
913	0.5865327595
914	0.5865151356
915	0.5865023117
916	0.5864866887
917	0.5864771917
918	0.5864619437
919	0.5864394665
920	0.5864259494
921	0.5864087172
922	0.5863927167
923	0.5863806751
924	0.5863654345
925	0.5863517446
926	0.5863357815
927	0.5863261162
928	0.586305923
929	0.5862899478
930	0.5862799859
931	0.5862647115
932	0.5862212882
933	0.5862141763
934	0.5861901645
935	0.5861713879
936	0.5861498804
937	0.5861325287
938	0.5861232158
939	0.5860971173
940	0.5860747969
941	0.5860570622
942	0.586023931
943	0.5859936274
944	0.5859792307
945	0.585964341
946	0.5859578873
947	0.5859308131
948	0.5859148935
949	0.5859033455
950	0.585885018
951	0.5858547239
952	0.5858269866
953	0.5858128368
954	0.5858028955
955	0.5857880973
956	0.5857630021
957	0.585742245
958	0.5857312783
959	0.58571333
960	0.5856927303
961	0.5856708964
962	0.5856595906
963	0.5856464141
964	0.5856288887
965	0.5856199539
966	0.5856109292
967	0.5856026972
968	0.5855833602
969	0.5855587426
970	0.5855476538
971	0.5855373401
972	0.585521662
973	0.5855004046
974	0.5854852958
975	0.5854726628
976	0.5854629536
977	0.585447168
978	0.5854289925
979	0.5854057774
980	0.5853734075
981	0.5853580547
982	0.5853400888
983	0.5853123991
984	0.5853012953
985	0.5852922746
986	0.5852721707
987	0.5852597212
988	0.5852451727
989	0.5852347984
990	0.5852128688
991	0.5851960987
992	0.5851836829
993	0.5851602559
994	0.5851365032
995	0.585126637
996	0.5851181965
997	0.5851063553
998	0.5850789568
999	0.5850615878
